"URL","Uniprot ID","Data Source","Data Source URL","Data Type","Attribute Group","Attribute Type","CDF"
https://pharos.nih.gov/idg/targets/P16389,P16389,"TISSUES Curated Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.139501516538115
https://pharos.nih.gov/idg/targets/P16389,P16389,"GO Molecular Function Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","molecular function",0.858517633764466
https://pharos.nih.gov/idg/targets/P16389,P16389,"ESCAPE Omics Signatures of Genes and Proteins for Stem Cells",http://www.maayanlab.net/ESCAPE/,transcriptomics,"functional term, phrase or reference",PubMedID,0.652474617138326
https://pharos.nih.gov/idg/targets/P16389,P16389,"GEO Signatures of Differentially Expressed Genes for Transcription Factor Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","transcription factor perturbation",0.265972262334098
https://pharos.nih.gov/idg/targets/P16389,P16389,"GO Cellular Component Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","cellular component",0.999485480771648
https://pharos.nih.gov/idg/targets/P16389,P16389,"GEO Signatures of Differentially Expressed Genes for Diseases",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"disease, phenotype or trait","disease perturbation",0.305465626669494
https://pharos.nih.gov/idg/targets/P16389,P16389,"COMPARTMENTS Text-mining Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.900676455842719
https://pharos.nih.gov/idg/targets/P16389,P16389,"TRANSFAC Predicted Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.793646759897005
https://pharos.nih.gov/idg/targets/P16389,P16389,"HPA Tissue Gene Expression Profiles",http://www.proteinatlas.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.839397634453892
https://pharos.nih.gov/idg/targets/P16389,P16389,"COMPARTMENTS Curated Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.746756146043204
https://pharos.nih.gov/idg/targets/P16389,P16389,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene Mutation Profiles",,genomics,"cell line, cell type or tissue","cell line",0.202009859589203
https://pharos.nih.gov/idg/targets/P16389,P16389,"GeneRIF Biological Term Annotations",ftp://ftp.ncbi.nih.gov/gene/GeneRIF/,"structural or functional annotations","functional term, phrase or reference","biological term",0.512648517742274
https://pharos.nih.gov/idg/targets/P16389,P16389,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene CNV Profiles",,genomics,"cell line, cell type or tissue","cell line",0.823505727435072
https://pharos.nih.gov/idg/targets/P16389,P16389,"TISSUES Text-mining Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.841887450865529
https://pharos.nih.gov/idg/targets/P16389,P16389,"MSigDB Signatures of Differentially Expressed Genes for Cancer Gene Perturbations",http://www.broadinstitute.org/gsea/msigdb/index.jsp,transcriptomics,"gene, protein or microRNA","gene perturbation",0.966969888153121
https://pharos.nih.gov/idg/targets/P16389,P16389,"ENCODE Transcription Factor Binding Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","transcription factor binding site profile",0.418967478314296
https://pharos.nih.gov/idg/targets/P16389,P16389,"Guide to Pharmacology Chemical Ligands of Receptors",http://www.guidetopharmacology.org/,"physical interactions",chemical,"ligand (chemical)",0.488582110856651
https://pharos.nih.gov/idg/targets/P16389,P16389,"MotifMap Predicted Transcription Factor Targets",http://motifmap.ics.uci.edu/,genomics,"gene, protein or microRNA","transcription factor",0.990519981363762
https://pharos.nih.gov/idg/targets/P16389,P16389,"Pathway Commons Protein-Protein Interactions",http://www.pathwaycommons.org/,"physical interactions","gene, protein or microRNA","interacting protein",0.321158744551741
https://pharos.nih.gov/idg/targets/P16389,P16389,"GEO Signatures of Differentially Expressed Genes for Viral Infections",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,organism,"virus perturbation",0.453951924323888
https://pharos.nih.gov/idg/targets/P16389,P16389,"HPA Tissue Protein Expression Profiles",http://www.proteinatlas.org/,proteomics,"cell line, cell type or tissue",tissue,0.906613268512995
https://pharos.nih.gov/idg/targets/P16389,P16389,"BioGPS Human Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.253683579234147
https://pharos.nih.gov/idg/targets/P16389,P16389,"Allen Brain Atlas Adult Human Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.545151054067244
https://pharos.nih.gov/idg/targets/P16389,P16389,"BioGPS Cell Line Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.400863341961207
https://pharos.nih.gov/idg/targets/P16389,P16389,"CMAP Signatures of Differentially Expressed Genes for Small Molecules",https://www.broadinstitute.org/cmap/,transcriptomics,chemical,"small molecule perturbation",0.218555779480278
https://pharos.nih.gov/idg/targets/P16389,P16389,"ENCODE Transcription Factor Targets",https://www.encodeproject.org/,genomics,"gene, protein or microRNA","transcription factor",0.312838815842274
https://pharos.nih.gov/idg/targets/P16389,P16389,"InterPro Predicted Protein Domain Annotations",http://www.ebi.ac.uk/interpro/,"structural or functional annotations","structural feature","protein domain",0.996170933556435
https://pharos.nih.gov/idg/targets/P16389,P16389,"TRANSFAC Curated Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.786445469660099
https://pharos.nih.gov/idg/targets/P16389,P16389,"COSMIC Cell Line Gene Mutation Profiles",http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,genomics,"cell line, cell type or tissue","cell line",0.38846006953256
https://pharos.nih.gov/idg/targets/P16389,P16389,"Allen Brain Atlas Adult Mouse Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.0392174391412949
https://pharos.nih.gov/idg/targets/P16389,P16389,"HuGE Navigator Gene-Phenotype Associations",https://phgkb.cdc.gov/PHGKB/hNHome.action,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.395733135290275
https://pharos.nih.gov/idg/targets/P16389,P16389,"GEO Signatures of Differentially Expressed Genes for Small Molecules",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,chemical,"small molecule perturbation",0.243641844059543
https://pharos.nih.gov/idg/targets/P16389,P16389,"GEO Signatures of Differentially Expressed Genes for Gene Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","gene perturbation",0.942593546738709
https://pharos.nih.gov/idg/targets/P16389,P16389,"CORUM Protein Complexes",http://mips.helmholtz-muenchen.de/genre/proj/corum,"structural or functional annotations","functional term, phrase or reference","protein complex",0.301316830552886
https://pharos.nih.gov/idg/targets/P16389,P16389,"CHEA Transcription Factor Binding Site Profiles",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"molecular profile","transcription factor binding site profile",0.515976108628
https://pharos.nih.gov/idg/targets/P16389,P16389,"GTEx Tissue Sample Gene Expression Profiles",http://www.gtexportal.org/home/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.683941336114415
https://pharos.nih.gov/idg/targets/P16389,P16389,"Hub Proteins Protein-Protein Interactions",,"physical interactions","gene, protein or microRNA","hub protein",0.346128155128899
https://pharos.nih.gov/idg/targets/P16389,P16389,"Phosphosite Textmining Biological Term Annotations",,"structural or functional annotations","functional term, phrase or reference","biological term",0.566291057533536
https://pharos.nih.gov/idg/targets/P16389,P16389,"GEO Signatures of Differentially Expressed Genes for Kinase Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","kinase perturbation",0.477907310504623
https://pharos.nih.gov/idg/targets/P16389,P16389,"GDSC Cell Line Gene Expression Profiles",http://www.cancerrxgene.org/,transcriptomics,"cell line, cell type or tissue","cell line",1.415853390757E-4
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GeneSigDB Published Gene Signatures",http://www.genesigdb.org,transcriptomics,"functional term, phrase or reference",PubMedID,0.226333069030902
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Reactome Pathways",http://www.reactome.org,"structural or functional annotations","functional term, phrase or reference",pathway,0.394521782608413
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"MPO Gene-Phenotype Associations",http://www.informatics.jax.org/phenotypes.shtml,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.311594369828284
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"BioGPS Mouse Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.672301484949606
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"COSMIC Cell Line Gene CNV Profiles",http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,genomics,"cell line, cell type or tissue","cell line",0.267151957501436
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Allen Brain Atlas Prenatal Human Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,5.635642259822E-4
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GTEx Tissue Gene Expression Profiles",http://www.gtexportal.org/home/,transcriptomics,"cell line, cell type or tissue",tissue,0.32878823857645
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"DISEASES Text-mining Gene-Disease Assocation Evidence Scores",http://diseases.jensenlab.org/Search,"disease or phenotype associations","disease, phenotype or trait",disease,0.290077398772262
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GWASdb SNP-Phenotype Associations",http://jjwanglab.org/gwasdb,"disease or phenotype associations","disease, phenotype or trait",phenotype,0.346997400527541
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"JASPAR Predicted Transcription Factor Targets",http://jaspar.genereg.net/,genomics,"gene, protein or microRNA","transcription factor",0.358748542930407
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Allen Brain Atlas Developing Human Brain Tissue Gene Expression Profiles by RNA-seq",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue","tissue sample",8.930396758298E-4
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TISSUES Experimental Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,proteomics,"cell line, cell type or tissue",tissue,0.299762555780076
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Allen Brain Atlas Developing Human Brain Tissue Gene Expression Profiles by Microarray",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.0036423312011756
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"DrugBank Drug Targets",http://www.drugbank.ca/,"physical interactions",chemical,drug,0.351356112301018
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TCGA Signatures of Differentially Expressed Genes for Tumors",https://tcga-data.nci.nih.gov/tcga/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.0201492148696537
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Roadmap Epigenomics Cell and Tissue DNA Methylation Profiles",http://www.roadmapepigenomics.org/,genomics,"cell line, cell type or tissue","cell type or tissue",0.305289980740808
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"NURSA Protein Complexes",http://www.nursa.org/nursa/index.jsf,proteomics,"functional term, phrase or reference","protein complex",0.39982555617798
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GO Biological Process Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","biological process",0.694964522596672
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"CCLE Cell Line Gene Expression Profiles",http://www.broadinstitute.org/ccle/home,transcriptomics,"cell line, cell type or tissue","cell line",0.576397512294396
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TargetScan Predicted Conserved microRNA Targets",http://www.targetscan.org/,genomics,"gene, protein or microRNA",microRNA,0.296575143664242
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GWASdb SNP-Disease Associations",http://jjwanglab.org/gwasdb,"disease or phenotype associations","disease, phenotype or trait",disease,0.350943513044529
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"LOCATE Predicted Protein Localization Annotations",http://locate.imb.uq.edu.au/,proteomics,"functional term, phrase or reference","cellular component",0.114953724135193
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"CCLE Cell Line Gene CNV Profiles",http://www.broadinstitute.org/ccle/home,genomics,"cell line, cell type or tissue","cell line",0.61940968388513
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"CTD Gene-Disease Associations",http://ctdbase.org/,"disease or phenotype associations","disease, phenotype or trait",disease,0.231247452278127
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Roadmap Epigenomics Histone Modification Site Profiles",http://www.roadmapepigenomics.org/,genomics,"molecular profile","histone modification site profile",0.200956581972106
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"ENCODE Histone Modification Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","histone modification site profile",0.178494170949588
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"CHEA Transcription Factor Targets",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"gene, protein or microRNA","transcription factor",0.823063372961198
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TISSUES Curated Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.432388690651716
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"COMPARTMENTS Experimental Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,proteomics,"functional term, phrase or reference","cellular component",0.299709579504931
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"ESCAPE Omics Signatures of Genes and Proteins for Stem Cells",http://www.maayanlab.net/ESCAPE/,transcriptomics,"functional term, phrase or reference",PubMedID,0.974961180681368
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GEO Signatures of Differentially Expressed Genes for Transcription Factor Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","transcription factor perturbation",0.209963434177419
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GO Cellular Component Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","cellular component",0.975391185811416
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GEO Signatures of Differentially Expressed Genes for Diseases",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"disease, phenotype or trait","disease perturbation",0.159079093982825
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"COMPARTMENTS Text-mining Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.49745255172547
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TRANSFAC Predicted Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.682678546099688
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"COMPARTMENTS Curated Protein Localization Evidence Scores",http://compartments.jensenlab.org/Search,"structural or functional annotations","functional term, phrase or reference","cellular component",0.507615340974625
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene Mutation Profiles",,genomics,"cell line, cell type or tissue","cell line",0.231118322743586
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GeneRIF Biological Term Annotations",ftp://ftp.ncbi.nih.gov/gene/GeneRIF/,"structural or functional annotations","functional term, phrase or reference","biological term",0.372376828378688
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Klijn et al., Nat. Biotechnol., 2015 Cell Line Gene CNV Profiles",,genomics,"cell line, cell type or tissue","cell line",0.698648503649205
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TISSUES Text-mining Tissue Protein Expression Evidence Scores",http://tissues.jensenlab.org/Search,"structural or functional annotations","cell line, cell type or tissue",tissue,0.61877258368294
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"MSigDB Signatures of Differentially Expressed Genes for Cancer Gene Perturbations",http://www.broadinstitute.org/gsea/msigdb/index.jsp,transcriptomics,"gene, protein or microRNA","gene perturbation",0.698649544712839
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"ENCODE Transcription Factor Binding Site Profiles",https://www.encodeproject.org/,genomics,"molecular profile","transcription factor binding site profile",0.165042655539197
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Guide to Pharmacology Chemical Ligands of Receptors",http://www.guidetopharmacology.org/,"physical interactions",chemical,"ligand (chemical)",0.344254486803129
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"MotifMap Predicted Transcription Factor Targets",http://motifmap.ics.uci.edu/,genomics,"gene, protein or microRNA","transcription factor",0.413932187693821
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Pathway Commons Protein-Protein Interactions",http://www.pathwaycommons.org/,"physical interactions","gene, protein or microRNA","interacting protein",0.308425044336328
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GEO Signatures of Differentially Expressed Genes for Viral Infections",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,organism,"virus perturbation",0.206439244609154
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"HPA Tissue Protein Expression Profiles",http://www.proteinatlas.org/,proteomics,"cell line, cell type or tissue",tissue,0.102973493100396
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"BioGPS Human Cell Type and Tissue Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell type or tissue",0.931516313610663
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Allen Brain Atlas Adult Human Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.127784832817169
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"BioGPS Cell Line Gene Expression Profiles",http://biogps.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.910093972795144
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TargetScan Predicted Nonconserved microRNA Targets",http://www.targetscan.org/,genomics,"gene, protein or microRNA",microRNA,0.741380154889884
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"CMAP Signatures of Differentially Expressed Genes for Small Molecules",https://www.broadinstitute.org/cmap/,transcriptomics,chemical,"small molecule perturbation",0.215927642065241
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"ENCODE Transcription Factor Targets",https://www.encodeproject.org/,genomics,"gene, protein or microRNA","transcription factor",0.121994381935575
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"InterPro Predicted Protein Domain Annotations",http://www.ebi.ac.uk/interpro/,"structural or functional annotations","structural feature","protein domain",0.987904135945043
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"TRANSFAC Curated Transcription Factor Targets",http://www.gene-regulation.com/,genomics,"gene, protein or microRNA","transcription factor",0.366888439276459
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"COSMIC Cell Line Gene Mutation Profiles",http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,genomics,"cell line, cell type or tissue","cell line",0.74413424294622
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"Allen Brain Atlas Adult Mouse Brain Tissue Gene Expression Profiles",http://www.brain-map.org/,transcriptomics,"cell line, cell type or tissue",tissue,0.848372575625032
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"LOCATE Curated Protein Localization Annotations",http://locate.imb.uq.edu.au/,proteomics,"functional term, phrase or reference","cellular component",0.14137922868249
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GEO Signatures of Differentially Expressed Genes for Small Molecules",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,chemical,"small molecule perturbation",0.243641844059543
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GEO Signatures of Differentially Expressed Genes for Gene Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","gene perturbation",0.922029921659388
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"CHEA Transcription Factor Binding Site Profiles",http://amp.pharm.mssm.edu/lib/chea.jsp,genomics,"molecular profile","transcription factor binding site profile",0.900498769682048
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GTEx Tissue Sample Gene Expression Profiles",http://www.gtexportal.org/home/,transcriptomics,"cell line, cell type or tissue","tissue sample",0.0058115146162133
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"DISEASES Experimental Gene-Disease Assocation Evidence Scores",http://diseases.jensenlab.org/Search,"disease or phenotype associations","disease, phenotype or trait",disease,0.960051387274834
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GO Molecular Function Annotations",http://geneontology.org/,"structural or functional annotations","functional term, phrase or reference","molecular function",0.787793998585189
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GEO Signatures of Differentially Expressed Genes for Kinase Perturbations",http://www.ncbi.nlm.nih.gov/geo/,transcriptomics,"gene, protein or microRNA","kinase perturbation",0.417485991489073
https://pharos.nih.gov/idg/targets/Q96PR1,Q96PR1,"GDSC Cell Line Gene Expression Profiles",http://www.cancerrxgene.org/,transcriptomics,"cell line, cell type or tissue","cell line",0.0351053170120335
https://pharos.nih.gov/idg/targets/Q9ULD8,Q9ULD8,"GeneSigDB Published Gene Signatures",http://www.genesigdb.org,transcriptomics,"functional term, phrase or reference",PubMedID,0.239732374921808
